2025-06-27  09:31:26.219 | info | sob58sx85bay3w | --- Starting Serverless Worker |  Version 1.7.12 ---\n
2025-06-27  09:31:26.219 | info | sob58sx85bay3w | Handler imported successfully\n
2025-06-27  09:31:26.219 | info | sob58sx85bay3w | Could not find the extra_model_paths config file.\n
2025-06-27  09:31:26.219 | info | sob58sx85bay3w | Could not import load_extra_path_config from main.py. Looking in utils.extra_config instead.\n
2025-06-27  09:31:26.219 | info | sob58sx85bay3w | [DONE] Security scan\n
2025-06-27  09:31:25.258 | info | sob58sx85bay3w | [START] Security scan\n
2025-06-27  09:31:25.258 | info | sob58sx85bay3w | Using pytorch attention\n
2025-06-27  09:31:21.533 | info | vpxt3onu8wkava | --- Starting Serverless Worker |  Version 1.7.12 ---\n
2025-06-27  09:31:21.533 | info | vpxt3onu8wkava | Handler imported successfully\n
2025-06-27  09:31:21.533 | info | vpxt3onu8wkava | Could not find the extra_model_paths config file.\n
2025-06-27  09:31:21.533 | info | vpxt3onu8wkava | Could not import load_extra_path_config from main.py. Looking in utils.extra_config instead.\n
2025-06-27  09:31:21.533 | info | vpxt3onu8wkava | [DONE] Security scan\n
2025-06-27  09:31:21.401 | info | sob58sx85bay3w | attention.py        :588  2025-06-27 04:01:21,400 Using pytorch attention\n
2025-06-27  09:31:21.401 | info | sob58sx85bay3w | Device: cuda:0 NVIDIA GeForce RTX 4090 : native\n
2025-06-27  09:31:21.401 | info | sob58sx85bay3w | model_management.py :392  2025-06-27 04:01:16,453 Device: cuda:0 NVIDIA GeForce RTX 4090 : native\n
2025-06-27  09:31:21.401 | info | sob58sx85bay3w | Set vram state to: NORMAL_VRAM\n
2025-06-27  09:31:21.401 | info | sob58sx85bay3w | model_management.py :365  2025-06-27 04:01:16,453 Set vram state to: NORMAL_VRAM\n
2025-06-27  09:31:21.401 | info | sob58sx85bay3w | pytorch version: 2.5.1+cu121\n
2025-06-27  09:31:21.401 | info | sob58sx85bay3w | model_management.py :226  2025-06-27 04:01:16,452 pytorch version: 2.5.1+cu121\n
2025-06-27  09:31:21.401 | info | sob58sx85bay3w | Total VRAM 24210 MB, total RAM 257554 MB\n
2025-06-27  09:31:20.519 | info | vpxt3onu8wkava | [START] Security scan\n
2025-06-27  09:31:20.519 | info | vpxt3onu8wkava | Using pytorch attention\n
2025-06-27  09:31:16.452 | info | sob58sx85bay3w | model_management.py :223  2025-06-27 04:01:16,451 Total VRAM 24210 MB, total RAM 257554 MB\n
2025-06-27  09:31:16.452 | info | sob58sx85bay3w | Checkpoint files will always be loaded safely.\n
2025-06-27  09:31:16.452 | info | sob58sx85bay3w | utils.py            :48   2025-06-27 04:01:16,261 Checkpoint files will always be loaded safely.\n
2025-06-27  09:31:16.452 | info | sob58sx85bay3w | \n
2025-06-27  09:31:16.452 | info | sob58sx85bay3w | main.py             :95   2025-06-27 04:01:16,191 \n
2025-06-27  09:31:16.452 | info | sob58sx85bay3w |    4.3 seconds (PRESTARTUP FAILED): /runpod-volume/ComfyUI/custom_nodes/ComfyUI-Manager\n
2025-06-27  09:31:16.452 | info | sob58sx85bay3w | main.py             :94   2025-06-27 04:01:16,191    4.3 seconds (PRESTARTUP FAILED): /runpod-volume/ComfyUI/custom_nodes/ComfyUI-Manager\n
2025-06-27  09:31:16.452 | info | sob58sx85bay3w |    0.0 seconds: /runpod-volume/ComfyUI/custom_nodes/rgthree-comfy\n
2025-06-27  09:31:16.452 | info | sob58sx85bay3w | main.py             :94   2025-06-27 04:01:16,191    0.0 seconds: /runpod-volume/ComfyUI/custom_nodes/rgthree-comfy\n
2025-06-27  09:31:16.452 | info | sob58sx85bay3w | Prestartup times for custom nodes:\n
2025-06-27  09:31:16.452 | info | sob58sx85bay3w | \n
2025-06-27  09:31:16.452 | info | sob58sx85bay3w | Prestartup times for custom nodes:\n
2025-06-27  09:31:16.452 | info | sob58sx85bay3w | main.py             :88   2025-06-27 04:01:16,191 \n
2025-06-27  09:31:16.452 | info | sob58sx85bay3w | Failed to execute startup-script: /runpod-volume/ComfyUI/custom_nodes/ComfyUI-Manager/prestartup_script.py / module '__main__' has no attribute '__file__'\n
2025-06-27  09:31:16.192 | info | sob58sx85bay3w | main.py             :66   2025-06-27 04:01:16,190 Failed to execute startup-script: /runpod-volume/ComfyUI/custom_nodes/ComfyUI-Manager/prestartup_script.py / module '__main__' has no attribute '__file__'\n
2025-06-27  09:31:16.192 | info | sob58sx85bay3w | '/runpod-volume/ComfyUI' added to sys.path\n
2025-06-27  09:31:16.192 | info | sob58sx85bay3w | ComfyUI found: /runpod-volume/ComfyUI\n
2025-06-27  09:31:16.192 | info | sob58sx85bay3w | Starting serverless handler with direct import...\n
2025-06-27  09:31:16.192 | info | sob58sx85bay3w | RunPod version: 1.7.12\n
2025-06-27  09:31:15.896 | info | vpxt3onu8wkava | attention.py        :588  2025-06-27 04:01:15,895 Using pytorch attention\n
2025-06-27  09:31:15.895 | info | vpxt3onu8wkava | Device: cuda:0 NVIDIA GeForce RTX 4090 : native\n
2025-06-27  09:31:15.895 | info | vpxt3onu8wkava | model_management.py :392  2025-06-27 04:01:10,796 Device: cuda:0 NVIDIA GeForce RTX 4090 : native\n
2025-06-27  09:31:15.895 | info | vpxt3onu8wkava | Set vram state to: NORMAL_VRAM\n
2025-06-27  09:31:15.895 | info | vpxt3onu8wkava | model_management.py :365  2025-06-27 04:01:10,795 Set vram state to: NORMAL_VRAM\n
2025-06-27  09:31:15.895 | info | vpxt3onu8wkava | pytorch version: 2.5.1+cu121\n
2025-06-27  09:31:15.895 | info | vpxt3onu8wkava | model_management.py :226  2025-06-27 04:01:10,794 pytorch version: 2.5.1+cu121\n
2025-06-27  09:31:15.895 | info | vpxt3onu8wkava | Total VRAM 24210 MB, total RAM 257554 MB\n
2025-06-27  09:31:10.795 | info | vpxt3onu8wkava | model_management.py :223  2025-06-27 04:01:10,794 Total VRAM 24210 MB, total RAM 257554 MB\n
2025-06-27  09:31:10.795 | info | vpxt3onu8wkava | Checkpoint files will always be loaded safely.\n
2025-06-27  09:31:10.795 | info | vpxt3onu8wkava | utils.py            :48   2025-06-27 04:01:10,612 Checkpoint files will always be loaded safely.\n
2025-06-27  09:31:10.795 | info | vpxt3onu8wkava | \n
2025-06-27  09:31:10.795 | info | vpxt3onu8wkava | main.py             :95   2025-06-27 04:01:10,539 \n
2025-06-27  09:31:10.795 | info | vpxt3onu8wkava |    4.9 seconds (PRESTARTUP FAILED): /runpod-volume/ComfyUI/custom_nodes/ComfyUI-Manager\n
2025-06-27  09:31:10.795 | info | vpxt3onu8wkava | main.py             :94   2025-06-27 04:01:10,539    4.9 seconds (PRESTARTUP FAILED): /runpod-volume/ComfyUI/custom_nodes/ComfyUI-Manager\n
2025-06-27  09:31:10.795 | info | vpxt3onu8wkava |    0.0 seconds: /runpod-volume/ComfyUI/custom_nodes/rgthree-comfy\n
2025-06-27  09:31:10.795 | info | vpxt3onu8wkava | main.py             :94   2025-06-27 04:01:10,539    0.0 seconds: /runpod-volume/ComfyUI/custom_nodes/rgthree-comfy\n
2025-06-27  09:31:10.795 | info | vpxt3onu8wkava | Prestartup times for custom nodes:\n
2025-06-27  09:31:10.795 | info | vpxt3onu8wkava | \n
2025-06-27  09:31:10.795 | info | vpxt3onu8wkava | Prestartup times for custom nodes:\n
2025-06-27  09:31:10.795 | info | vpxt3onu8wkava | main.py             :88   2025-06-27 04:01:10,539 \n
2025-06-27  09:31:10.795 | info | vpxt3onu8wkava | Failed to execute startup-script: /runpod-volume/ComfyUI/custom_nodes/ComfyUI-Manager/prestartup_script.py / module '__main__' has no attribute '__file__'\n
2025-06-27  09:31:10.539 | info | vpxt3onu8wkava | main.py             :66   2025-06-27 04:01:10,538 Failed to execute startup-script: /runpod-volume/ComfyUI/custom_nodes/ComfyUI-Manager/prestartup_script.py / module '__main__' has no attribute '__file__'\n
2025-06-27  09:31:10.539 | info | vpxt3onu8wkava | '/runpod-volume/ComfyUI' added to sys.path\n
2025-06-27  09:31:10.539 | info | vpxt3onu8wkava | ComfyUI found: /runpod-volume/ComfyUI\n
2025-06-27  09:31:10.539 | info | vpxt3onu8wkava | Starting serverless handler with direct import...\n
2025-06-27  09:31:10.539 | info | vpxt3onu8wkava | RunPod version: 1.7.12\n
2025-06-27  09:31:05.808 | info | dm1bz7o5a891l2 | --- Starting Serverless Worker |  Version 1.7.12 ---\n
2025-06-27  09:31:05.808 | info | dm1bz7o5a891l2 | Handler imported successfully\n
2025-06-27  09:31:05.808 | info | dm1bz7o5a891l2 | Could not find the extra_model_paths config file.\n
2025-06-27  09:31:05.808 | info | dm1bz7o5a891l2 | Could not import load_extra_path_config from main.py. Looking in utils.extra_config instead.\n
2025-06-27  09:31:05.808 | info | dm1bz7o5a891l2 | [DONE] Security scan\n
2025-06-27  09:31:04.931 | info | dm1bz7o5a891l2 | [START] Security scan\n
2025-06-27  09:31:04.931 | info | dm1bz7o5a891l2 | Using pytorch attention\n
2025-06-27  09:31:01.107 | info | dm1bz7o5a891l2 | attention.py        :588  2025-06-27 04:01:01,106 Using pytorch attention\n
2025-06-27  09:31:01.107 | info | dm1bz7o5a891l2 | Device: cuda:0 NVIDIA GeForce RTX 4090 : native\n
2025-06-27  09:31:01.107 | info | dm1bz7o5a891l2 | model_management.py :392  2025-06-27 04:00:56,277 Device: cuda:0 NVIDIA GeForce RTX 4090 : native\n
2025-06-27  09:31:01.107 | info | dm1bz7o5a891l2 | Set vram state to: NORMAL_VRAM\n
2025-06-27  09:31:01.107 | info | dm1bz7o5a891l2 | model_management.py :365  2025-06-27 04:00:56,277 Set vram state to: NORMAL_VRAM\n
2025-06-27  09:31:01.107 | info | dm1bz7o5a891l2 | pytorch version: 2.5.1+cu121\n
2025-06-27  09:31:01.107 | info | dm1bz7o5a891l2 | model_management.py :226  2025-06-27 04:00:56,276 pytorch version: 2.5.1+cu121\n
2025-06-27  09:31:01.107 | info | dm1bz7o5a891l2 | Total VRAM 24210 MB, total RAM 257554 MB\n
2025-06-27  09:30:56.276 | info | dm1bz7o5a891l2 | model_management.py :223  2025-06-27 04:00:56,276 Total VRAM 24210 MB, total RAM 257554 MB\n
2025-06-27  09:30:56.276 | info | dm1bz7o5a891l2 | Checkpoint files will always be loaded safely.\n
2025-06-27  09:30:56.276 | info | dm1bz7o5a891l2 | utils.py            :48   2025-06-27 04:00:56,108 Checkpoint files will always be loaded safely.\n
2025-06-27  09:30:56.276 | info | dm1bz7o5a891l2 | \n
2025-06-27  09:30:56.276 | info | dm1bz7o5a891l2 | main.py             :95   2025-06-27 04:00:56,044 \n
2025-06-27  09:30:56.276 | info | dm1bz7o5a891l2 |    4.6 seconds (PRESTARTUP FAILED): /runpod-volume/ComfyUI/custom_nodes/ComfyUI-Manager\n
2025-06-27  09:30:56.276 | info | dm1bz7o5a891l2 | main.py             :94   2025-06-27 04:00:56,044    4.6 seconds (PRESTARTUP FAILED): /runpod-volume/ComfyUI/custom_nodes/ComfyUI-Manager\n
2025-06-27  09:30:56.276 | info | dm1bz7o5a891l2 |    0.0 seconds: /runpod-volume/ComfyUI/custom_nodes/rgthree-comfy\n
2025-06-27  09:30:56.276 | info | dm1bz7o5a891l2 | main.py             :94   2025-06-27 04:00:56,044    0.0 seconds: /runpod-volume/ComfyUI/custom_nodes/rgthree-comfy\n
2025-06-27  09:30:56.276 | info | dm1bz7o5a891l2 | Prestartup times for custom nodes:\n
2025-06-27  09:30:56.276 | info | dm1bz7o5a891l2 | \n
2025-06-27  09:30:56.276 | info | dm1bz7o5a891l2 | Prestartup times for custom nodes:\n
2025-06-27  09:30:56.276 | info | dm1bz7o5a891l2 | main.py             :88   2025-06-27 04:00:56,044 \n
2025-06-27  09:30:56.276 | info | dm1bz7o5a891l2 | Failed to execute startup-script: /runpod-volume/ComfyUI/custom_nodes/ComfyUI-Manager/prestartup_script.py / module '__main__' has no attribute '__file__'\n
2025-06-27  09:30:56.044 | info | dm1bz7o5a891l2 | main.py             :66   2025-06-27 04:00:56,044 Failed to execute startup-script: /runpod-volume/ComfyUI/custom_nodes/ComfyUI-Manager/prestartup_script.py / module '__main__' has no attribute '__file__'\n
2025-06-27  09:30:56.044 | info | dm1bz7o5a891l2 | '/runpod-volume/ComfyUI' added to sys.path\n
2025-06-27  09:30:56.044 | info | dm1bz7o5a891l2 | ComfyUI found: /runpod-volume/ComfyUI\n
2025-06-27  09:30:56.044 | info | dm1bz7o5a891l2 | Starting serverless handler with direct import...\n
2025-06-27  09:30:56.044 | info | dm1bz7o5a891l2 | RunPod version: 1.7.12\n
2025-06-27  09:30:45.064 | info | vpxt3onu8wkava | --- Starting Serverless Worker |  Version 1.7.12 ---\n
